codigo_ibge,municipio,percentual_sem_internet,renda_mediana_per_capita
4205001,Dionísio Cerqueira - SC,12.24,1212.0
4205100,Dona Emma - SC,18.29,1452.4
4205159,Doutor Pedrinho - SC,10.86,1456.0
4205175,Entre Rios - SC,26.85,990.0
4205191,Ermo - SC,14.46,1337.33
4205209,Erval Velho - SC,17.33,1212.0
4205308,Faxinal dos Guedes - SC,9.04,1374.0
4205357,Flor do Sertão - SC,19.16,1456.25
4205407,Florianópolis - SC,4.19,2087.5
4205431,Formosa do Sul - SC,11.24,1335.0
4205456,Forquilhinha - SC,4.63,1400.0
4205506,Fraiburgo - SC,9.89,1220.0
4205555,Frei Rogério - SC,13.97,1250.0
4205605,Galvão - SC,14.62,1358.0
4205704,Garopaba - SC,6.31,1500.0
4205803,Garuva - SC,7.8,1212.0
4205902,Gaspar - SC,6.42,1625.0
4206009,Governador Celso Ramos - SC,11.67,1400.0
4206108,Grão-Pará - SC,10.65,1502.4
4206207,Gravatal - SC,10.39,1466.67
4206306,Guabiruba - SC,7.59,1650.0
4206405,Guaraciaba - SC,9.61,1754.0
4206504,Guaramirim - SC,5.87,1500.0
4206603,Guarujá do Sul - SC,8.89,1616.0
4206652,Guatambú - SC,13.56,1404.0
4206702,Herval d'Oeste - SC,9.85,1515.0
4206751,Ibiam - SC,11.47,1628.0
4206801,Ibicaré - SC,16.79,1333.33
4206900,Ibirama - SC,8.29,1666.67
4207007,Içara - SC,7.62,1550.0
4207106,Ilhota - SC,6.92,1440.0
4207205,Imaruí - SC,18.4,1212.0
4207304,Imbituba - SC,8.22,1333.33
4207403,Imbuia - SC,8.91,1500.0
4207502,Indaial - SC,5.28,1550.0
4207577,Iomerê - SC,6.94,1722.4
4207601,Ipira - SC,15.9,1500.0
4207650,Iporã do Oeste - SC,11.22,1666.67
4207684,Ipuaçu - SC,30.14,837.33
4207700,Ipumirim - SC,10.03,1533.33
4207759,Iraceminha - SC,20.55,1500.0
4207809,Irani - SC,11.49,1416.67
4207858,Irati - SC,19.44,1666.67
4207908,Irineópolis - SC,13.77,1042.4
4208005,Itá - SC,8.61,1706.0
4208104,Itaiópolis - SC,11.87,1212.0
4208203,Itajaí - SC,5.19,1600.0
4208302,Itapema - SC,4.19,1700.0
4208401,Itapiranga - SC,6.48,1733.33
4208450,Itapoá - SC,9.88,1300.0
4208500,Ituporanga - SC,7.83,1625.0
4208609,Jaborá - SC,13.94,1300.0
4208708,Jacinto Machado - SC,13.21,1281.0
4208807,Jaguaruna - SC,11.67,1400.0
4208906,Jaraguá do Sul - SC,4.64,1772.86
4208955,Jardinópolis - SC,13.61,1700.0
4209003,Joaçaba - SC,7.14,2000.0
4209102,Joinville - SC,5.93,1600.0
4209151,José Boiteux - SC,11.34,1200.0
4209177,Jupiá - SC,14.23,1533.33
4209201,Lacerdópolis - SC,10.36,1750.0
4209300,Lages - SC,9.37,1348.57
4209409,Laguna - SC,10.29,1214.0
4209458,Lajeado Grande - SC,14.7,1704.0
4209508,Laurentino - SC,7.25,1600.0
4209607,Lauro Müller - SC,11.27,1525.0
4209706,Lebon Régis - SC,14.64,975.0
4209805,Leoberto Leal - SC,11.49,1304.0
4209854,Lindóia do Sul - SC,11.05,1333.33
4209904,Lontras - SC,7.88,1490.0
4210001,Luiz Alves - SC,7.15,1500.0
4210035,Luzerna - SC,7.69,1808.0
4210050,Macieira - SC,13.89,1266.67
4210100,Mafra - SC,11.32,1333.33
4210209,Major Gercino - SC,11.45,1214.0
4210308,Major Vieira - SC,23.29,1000.0
4210407,Maracajá - SC,6.45,1466.67
4210506,Maravilha - SC,10.32,1587.5
4210555,Marema - SC,13.21,2020.0
4210605,Massaranduba - SC,8.83,1625.0
4210704,Matos Costa - SC,15.96,962.4
4210803,Meleiro - SC,10.56,1406.0
4210852,Mirim Doce - SC,12.96,1200.0
4210902,Modelo - SC,14.11,1644.8
4211009,Mondaí - SC,13.56,1477.5
4211058,Monte Carlo - SC,16.09,929.67
4211108,Monte Castelo - SC,16.08,1010.0
4211207,Morro da Fumaça - SC,8.49,1358.5
4211256,Morro Grande - SC,15.53,1237.33
4211306,Navegantes - SC,4.8,1275.0
4211405,Nova Erechim - SC,10.09,1670.67
4211454,Nova Itaberaba - SC,16.21,1610.0
4211504,Nova Trento - SC,10.01,1666.67
4211603,Nova Veneza - SC,8.32,1518.6
4211652,Novo Horizonte - SC,12.54,1428.0
4211702,Orleans - SC,9.47,1525.25
4211751,Otacílio Costa - SC,8.59,1433.33
4211801,Ouro - SC,10.31,1657.0
4211850,Ouro Verde - SC,7.62,1212.0
4211876,Paial - SC,24.86,1250.0
4211892,Painel - SC,18.07,850.0
4211900,Palhoça - SC,5.02,1500.0
4212007,Palma Sola - SC,14.49,1371.43
4212056,Palmeira - SC,24.82,1212.0
4212106,Palmitos - SC,12.58,1333.33
4212205,Papanduva - SC,16.93,1200.0
4212239,Paraíso - SC,14.38,1666.67
4212254,Passo de Torres - SC,3.1,1212.0
4212270,Passos Maia - SC,21.96,1137.33
4212304,Paulo Lopes - SC,13.2,1212.0
4212403,Pedras Grandes - SC,16.39,1410.0
4212502,Penha - SC,7.51,1333.33
4212601,Peritiba - SC,11.42,1750.0
4212650,Pescaria Brava - SC,14.66,1250.0
4212700,Petrolândia - SC,13.92,1333.33
4212809,Balneário Piçarras - SC,6.67,1517.0
4212908,Pinhalzinho - SC,9.07,1700.0
4213005,Pinheiro Preto - SC,8.09,1666.67
4213104,Piratuba - SC,11.6,1425.0
4213153,Planalto Alegre - SC,10.95,1500.0
4213203,Pomerode - SC,5.94,1666.67
4213302,Ponte Alta - SC,16.64,1000.0
4213351,Ponte Alta do Norte - SC,17.53,1000.0
4213401,Ponte Serrada - SC,15.89,1212.0
4213500,Porto Belo - SC,6.77,1500.0
4213609,Porto União - SC,11.26,1333.33
4213708,Pouso Redondo - SC,7.05,1300.0
4213807,Praia Grande - SC,14.33,1212.0
4213906,Presidente Castello Branco - SC,7.59,1400.0
4214003,Presidente Getúlio - SC,7.62,1500.0
4214102,Presidente Nereu - SC,8.82,1400.0
4214151,Princesa - SC,14.29,1481.0
4214201,Quilombo - SC,9.26,1350.0
4214300,Rancho Queimado - SC,8.88,1306.0
4214409,Rio das Antas - SC,12.51,1300.0
4214508,Rio do Campo - SC,8.63,1366.67
4214607,Rio do Oeste - SC,5.91,1666.67
4214706,Rio dos Cedros - SC,9.01,1456.0
4214805,Rio do Sul - SC,5.35,1750.0
4214904,Rio Fortuna - SC,5.73,1500.0
4215000,Rio Negrinho - SC,12.98,1300.0
4215059,Rio Rufino - SC,12.04,1212.0
4215075,Riqueza - SC,17.46,1350.0
4215109,Rodeio - SC,10.62,1625.0
4215208,Romelândia - SC,18.81,1500.0
4215307,Salete - SC,8.44,1506.0
4215356,Saltinho - SC,19.71,1212.0
4215406,Salto Veloso - SC,7.16,1490.0
4215455,Sangão - SC,8.44,1203.0
4215505,Santa Cecília - SC,12.74,1175.0
4215554,Santa Helena - SC,16.67,1428.0
4215604,Santa Rosa de Lima - SC,7.74,1625.0
4215653,Santa Rosa do Sul - SC,7.04,1250.0
4215679,Santa Terezinha - SC,9.1,1333.33
4215687,Santa Terezinha do Progresso - SC,22.41,1212.0
4215695,Santiago do Sul - SC,19.0,1212.0
4215703,Santo Amaro da Imperatriz - SC,6.74,1450.0
4215752,São Bernardino - SC,14.01,1450.0
4215802,São Bento do Sul - SC,6.72,1500.0
4215901,São Bonifácio - SC,7.54,1228.0
4216008,São Carlos - SC,11.24,1537.33
4216057,São Cristóvão do Sul - SC,22.17,1170.0
4216107,São Domingos - SC,14.77,1466.67
4216206,São Francisco do Sul - SC,6.86,1350.0
4216255,São João do Oeste - SC,8.73,2000.0
4216305,São João Batista - SC,8.26,1440.0
4216354,São João do Itaperiú - SC,14.43,1266.67
4216404,São João do Sul - SC,13.14,1212.0
4216503,São Joaquim - SC,11.86,1212.0
4216602,São José - SC,5.77,1667.33
4216701,São José do Cedro - SC,8.13,1640.0
4216800,São José do Cerrito - SC,18.96,975.0
4216909,São Lourenço do Oeste - SC,8.08,1515.0
4217006,São Ludgero - SC,4.1,1666.67
4217105,São Martinho - SC,10.43,1666.67
4217154,São Miguel da Boa Vista - SC,25.68,1343.33
4217204,São Miguel do Oeste - SC,5.32,1860.0
4217253,São Pedro de Alcântara - SC,19.17,1650.0
4217303,Saudades - SC,11.08,1530.0
4217402,Schroeder - SC,4.98,1625.0
4217501,Seara - SC,11.21,1566.67
4217550,Serra Alta - SC,16.02,1475.0
4217600,Siderópolis - SC,9.21,1500.0
4217709,Sombrio - SC,7.18,1266.67
4217758,Sul Brasil - SC,10.61,1700.0
4217808,Taió - SC,7.0,1537.33
4217907,Tangará - SC,11.82,1408.0
4217956,Tigrinhos - SC,28.36,1233.33
4218004,Tijucas - SC,5.75,1500.0
4218103,Timbé do Sul - SC,14.39,1356.0
4218202,Timbó - SC,5.65,1680.0
4218251,Timbó Grande - SC,18.04,900.0
4218301,Três Barras - SC,12.38,1006.0
4218350,Treviso - SC,11.66,1675.0
4218400,Treze de Maio - SC,13.15,1212.0
4218509,Treze Tílias - SC,8.42,1833.33
4218608,Trombudo Central - SC,10.83,1700.0
4218707,Tubarão - SC,7.11,1600.0
4218756,Tunápolis - SC,9.97,1625.0
4218806,Turvo - SC,10.49,1528.0
4218855,União do Oeste - SC,14.52,1600.0
4218905,Urubici - SC,10.7,1360.0
4218954,Urupema - SC,16.74,1162.8
4219002,Urussanga - SC,9.05,1500.0
4219101,Vargeão - SC,14.94,1425.0
4219150,Vargem - SC,16.75,1129.8
4219176,Vargem Bonita - SC,11.35,1300.0
4219200,Vidal Ramos - SC,9.34,1220.0
4219309,Videira - SC,5.3,1666.67
4219358,Vitor Meireles - SC,8.84,1300.0
4219408,Witmarsum - SC,13.01,1675.0
4219507,Xanxerê - SC,8.53,1550.0
4219606,Xavantina - SC,19.3,1832.5
4219705,Xaxim - SC,7.93,1553.0
4219853,Zortéa - SC,11.35,1212.0
4220000,Balneário Rincão - SC,7.55,1220.0
4300034,Aceguá - RS,17.43,1000.0
4300059,Água Santa - RS,12.66,1212.0
4300109,Agudo - RS,15.01,1260.0
4300208,Ajuricaba - RS,14.94,1500.0
4300307,Alecrim - RS,24.48,1212.0
4300406,Alegrete - RS,15.75,1183.33
4300455,Alegria - RS,35.65,1400.0
4300471,Almirante Tamandaré do Sul - RS,15.14,1600.0
4300505,Alpestre - RS,22.89,1400.0
4300554,Alto Alegre - RS,15.49,1233.33
4300570,Alto Feliz - RS,19.51,1586.67
4300604,Alvorada - RS,11.22,1070.67
4300638,Amaral Ferrador - RS,26.59,800.0
4300646,Ametista do Sul - RS,17.73,1212.0
4300661,André da Rocha - RS,16.7,1369.6
4300703,Anta Gorda - RS,14.0,1808.0
4300802,Antônio Prado - RS,9.52,1725.0
4300851,Arambaré - RS,23.48,1200.0
4300877,Araricá - RS,9.92,1212.0
4300901,Aratiba - RS,14.6,1818.0
4301008,Arroio do Meio - RS,9.0,1714.0
4301057,Arroio do Sal - RS,9.22,1250.0
4301073,Arroio do Padre - RS,20.0,1200.0
4301107,Arroio dos Ratos - RS,18.08,1212.0
4301206,Arroio do Tigre - RS,13.83,1212.0
4301305,Arroio Grande - RS,18.99,1068.5
4301404,Arvorezinha - RS,16.54,1212.0
4301503,Augusto Pestana - RS,16.9,1356.0
4301552,Áurea - RS,29.36,1268.0
4301602,Bagé - RS,13.59,1150.0
4301636,Balneário Pinhal - RS,18.92,1120.0
4301651,Barão - RS,13.51,1808.0
4301701,Barão de Cotegipe - RS,14.14,1540.5
4301750,Barão do Triunfo - RS,38.91,931.0
4301800,Barracão - RS,18.69,1212.0
4301859,Barra do Guarita - RS,16.2,1200.0
4301875,Barra do Quaraí - RS,12.85,900.0
4301909,Barra do Ribeiro - RS,20.25,1175.0
4301925,Barra do Rio Azul - RS,20.81,1625.0
4301958,Barra Funda - RS,9.38,1500.0
4302006,Barros Cassal - RS,40.73,1050.0
4302055,Benjamin Constant do Sul - RS,30.9,1033.33
4302105,Bento Gonçalves - RS,7.94,1900.0
4302154,Boa Vista das Missões - RS,15.56,1212.0
4302204,Boa Vista do Buricá - RS,11.47,1408.0
4302220,Boa Vista do Cadeado - RS,14.74,1212.0
4302238,Boa Vista do Incra - RS,8.33,1125.0
4302253,Boa Vista do Sul - RS,19.96,1837.33
4302303,Bom Jesus - RS,24.74,875.0
4302352,Bom Princípio - RS,9.09,1693.0
4302378,Bom Progresso - RS,21.44,1170.67
4302402,Bom Retiro do Sul - RS,11.74,1400.0
4302451,Boqueirão do Leão - RS,23.75,1212.0
4302501,Bossoroca - RS,29.83,1100.0
4302584,Bozano - RS,17.95,1212.0
4302600,Braga - RS,26.33,1025.0
4302659,Brochier - RS,16.8,1500.0
4302709,Butiá - RS,21.8,1033.33
4302808,Caçapava do Sul - RS,23.04,1133.33
4302907,Cacequi - RS,24.2,1066.0
4303004,Cachoeira do Sul - RS,16.96,1212.0
4303103,Cachoeirinha - RS,8.31,1350.0
4303202,Cacique Doble - RS,24.26,903.0
4303301,Caibaté - RS,19.66,1333.33
4303400,Caiçara - RS,23.06,1341.33
4303509,Camaquã - RS,17.6,1200.0
4303558,Camargo - RS,9.84,1460.57
4303608,Cambará do Sul - RS,10.87,1212.0
4303673,Campestre da Serra - RS,20.17,1200.0
4303707,Campina das Missões - RS,11.6,1474.67
4303806,Campinas do Sul - RS,16.77,1375.0
4303905,Campo Bom - RS,8.02,1450.0
4304002,Campo Novo - RS,21.75,1200.0
4304101,Campos Borges - RS,24.25,1212.0
4304200,Candelária - RS,16.41,1200.0
4304309,Cândido Godói - RS,14.88,1500.0
4304358,Candiota - RS,14.92,1100.0
4304408,Canela - RS,6.75,1500.0
4304507,Canguçu - RS,21.92,1150.0
4304606,Canoas - RS,7.8,1380.0
4304614,Canudos do Vale - RS,25.31,1333.33
4304622,Capão Bonito do Sul - RS,26.63,1212.0
4304630,Capão da Canoa - RS,8.93,1250.0
4304655,Capão do Cipó - RS,12.6,1212.0
4304663,Capão do Leão - RS,15.62,933.33
4304671,Capivari do Sul - RS,14.51,1212.0
4304689,Capela de Santana - RS,17.45,1200.0
4304697,Capitão - RS,15.28,1378.0
4304705,Carazinho - RS,10.92,1423.0
4304713,Caraá - RS,20.12,1212.0
4304804,Carlos Barbosa - RS,8.63,2066.67
4304853,Carlos Gomes - RS,30.8,1212.0
4304903,Casca - RS,6.57,1941.33
4304952,Caseiros - RS,21.31,1212.0
4305009,Catuípe - RS,17.49,1250.0
4305108,Caxias do Sul - RS,7.1,1666.67
4305116,Centenário - RS,29.35,1212.0
4305124,Cerrito - RS,22.89,1000.0
4305132,Cerro Branco - RS,25.24,1212.0
4305157,Cerro Grande - RS,15.52,1266.67
4305173,Cerro Grande do Sul - RS,26.12,1053.0
4305207,Cerro Largo - RS,11.5,1403.0
4305306,Chapada - RS,16.02,1333.33
4305355,Charqueadas - RS,12.93,1333.33
4305371,Charrua - RS,25.03,1175.0
4305405,Chiapetta - RS,16.47,1212.0
4305439,Chuí - RS,10.91,1166.67
4305447,Chuvisca - RS,26.42,1212.0
4305454,Cidreira - RS,12.21,1200.0
4305504,Ciríaco - RS,24.35,1220.0
4305587,Colinas - RS,18.74,1712.0
4305603,Colorado - RS,14.17,1600.0
4305702,Condor - RS,15.29,1266.67
4305801,Constantina - RS,21.81,1339.33
4305835,Coqueiro Baixo - RS,24.3,1712.0
4305850,Coqueiros do Sul - RS,20.96,1500.0
4305871,Coronel Barros - RS,10.35,1500.0
4305900,Coronel Bicaco - RS,23.19,1000.0
4305934,Coronel Pilar - RS,18.58,2380.0
4305959,Cotiporã - RS,8.84,1625.0
4305975,Coxilha - RS,13.65,1212.0
4306007,Crissiumal - RS,15.1,1266.67
4306056,Cristal - RS,19.62,1125.0
4306072,Cristal do Sul - RS,22.74,1200.0
4306106,Cruz Alta - RS,13.0,1300.0
4306130,Cruzaltense - RS,18.18,1400.0
4306205,Cruzeiro do Sul - RS,16.06,1380.0
4306304,David Canabarro - RS,13.45,1359.0
4306320,Derrubadas - RS,21.6,1212.0
4306353,Dezesseis de Novembro - RS,24.58,1212.0
4306379,Dilermando de Aguiar - RS,35.4,1215.0
4306403,Dois Irmãos - RS,6.99,1737.33
4306429,Dois Irmãos das Missões - RS,20.93,1000.0
4306452,Dois Lajeados - RS,11.46,1212.0
4306502,Dom Feliciano - RS,31.38,1000.0
4306551,Dom Pedro de Alcântara - RS,16.3,1212.0
4306601,Dom Pedrito - RS,18.33,1066.67
4306700,Dona Francisca - RS,14.08,1212.0
4306734,Doutor Maurício Cardoso - RS,17.96,1300.0
4306759,Doutor Ricardo - RS,17.75,1533.33
4306767,Eldorado do Sul - RS,11.12,1106.0
4306809,Encantado - RS,8.94,1650.0
4306908,Encruzilhada do Sul - RS,26.51,1100.0
4306924,Engenho Velho - RS,24.21,1212.0
4306932,Entre-Ijuís - RS,18.84,1212.0
4306957,Entre Rios do Sul - RS,28.24,1212.0
4306973,Erebango - RS,21.27,1000.0
4307005,Erechim - RS,8.22,1700.0
4307054,Ernestina - RS,24.74,1380.0
4307104,Herval - RS,30.58,970.67
4307203,Erval Grande - RS,26.38,1212.0
4307302,Erval Seco - RS,34.87,1150.0
4307401,Esmeralda - RS,26.52,1066.67
4307450,Esperança do Sul - RS,22.57,1212.0
4307500,Espumoso - RS,16.06,1349.0
4307559,Estação - RS,14.64,1400.0
4307609,Estância Velha - RS,8.71,1450.0
4307708,Esteio - RS,9.83,1350.0
4307807,Estrela - RS,9.35,1625.0
4307815,Estrela Velha - RS,18.95,1284.0
4307831,Eugênio de Castro - RS,19.06,1212.0
4307864,Fagundes Varela - RS,15.06,1624.8
4307906,Farroupilha - RS,8.23,1737.33
4308003,Faxinal do Soturno - RS,15.45,1355.5
4308052,Faxinalzinho - RS,25.3,1212.0
4308078,Fazenda Vilanova - RS,15.63,1212.0
4308102,Feliz - RS,9.85,1750.0
4308201,Flores da Cunha - RS,8.06,1766.67
4308250,Floriano Peixoto - RS,23.23,1250.0
4308300,Fontoura Xavier - RS,25.53,1190.0
4308409,Formigueiro - RS,31.73,1200.0
4308433,Forquetinha - RS,25.65,1212.0
4308458,Fortaleza dos Valos - RS,11.97,1350.0
4308508,Frederico Westphalen - RS,10.22,1525.0
4308607,Garibaldi - RS,8.09,1950.0
4308656,Garruchos - RS,27.46,1004.0
4308706,Gaurama - RS,16.87,1633.33
4308805,General Câmara - RS,22.4,1150.0
4308854,Gentil - RS,19.04,1687.5
4308904,Getúlio Vargas - RS,10.66,1583.33
4309001,Giruá - RS,20.1,1212.0
4309050,Glorinha - RS,19.18,1200.0
4309100,Gramado - RS,6.26,1750.0
4309126,Gramado dos Loureiros - RS,25.59,1106.0
4309159,Gramado Xavier - RS,24.98,966.67
4309209,Gravataí - RS,11.89,1250.0
4309258,Guabiju - RS,20.43,1212.0
4309308,Guaíba - RS,9.96,1212.0
4309407,Guaporé - RS,9.29,1666.67
4309506,Guarani das Missões - RS,18.63,1400.0
4309555,Harmonia - RS,12.36,1700.0
4309571,Herveiras - RS,28.48,1210.0
4309605,Horizontina - RS,11.15,1700.0
4309654,Hulha Negra - RS,18.4,866.67
4309704,Humaitá - RS,15.97,1212.0
4309753,Ibarama - RS,24.1,1200.0
4309803,Ibiaçá - RS,15.87,1212.0
4309902,Ibiraiaras - RS,11.13,1606.0
4309951,Ibirapuitã - RS,17.78,1212.0
4310009,Ibirubá - RS,8.59,1800.0
4310108,Igrejinha - RS,9.85,1350.0
4310207,Ijuí - RS,11.51,1503.0
4310306,Ilópolis - RS,13.78,1503.0
4310330,Imbé - RS,9.32,1212.0
4310363,Imigrante - RS,15.55,1912.0
4310405,Independência - RS,18.62,1284.0
4310413,Inhacorá - RS,24.94,1070.67
4310439,Ipê - RS,17.37,1500.0
4310462,Ipiranga do Sul - RS,8.74,1659.0
4310504,Iraí - RS,20.47,1178.67
4310538,Itaara - RS,12.67,1273.33
4310553,Itacurubi - RS,30.49,1141.33
4310579,Itapuca - RS,18.21,1350.0
4310603,Itaqui - RS,13.33,1033.33
4310652,Itati - RS,23.46,1200.0
4310702,Itatiba do Sul - RS,25.68,1212.0
4310751,Ivorá - RS,30.68,1375.0
4310801,Ivoti - RS,5.77,1720.67
4310850,Jaboticaba - RS,30.11,1066.67
4310876,Jacuizinho - RS,28.83,952.33
4310900,Jacutinga - RS,19.06,1450.0
4311007,Jaguarão - RS,16.93,1200.0
4311106,Jaguari - RS,20.68,1212.0
4311122,Jaquirana - RS,27.51,860.0
4311130,Jari - RS,18.2,1066.67
4311155,Jóia - RS,15.35,1200.0
4311205,Júlio de Castilhos - RS,20.11,1200.0
4311239,Lagoa Bonita do Sul - RS,16.05,1212.0
4311254,Lagoão - RS,44.16,1000.0
4311270,Lagoa dos Três Cantos - RS,10.7,1700.0
4311304,Lagoa Vermelha - RS,17.76,1256.0
4311403,Lajeado - RS,7.91,1760.0
4311429,Lajeado do Bugre - RS,29.98,808.0
4311502,Lavras do Sul - RS,28.43,1066.67
4311601,Liberato Salzano - RS,24.84,1212.0
4311627,Lindolfo Collor - RS,9.35,1300.0
4311643,Linha Nova - RS,23.46,1450.0
4311700,Machadinho - RS,18.66,1175.0
4311718,Maçambará - RS,18.2,933.33
4311734,Mampituba - RS,16.06,1200.0
4311759,Manoel Viana - RS,20.5,1133.33
4311775,Maquiné - RS,20.1,1200.0
4311791,Maratá - RS,17.59,1612.0
4311809,Marau - RS,7.61,1650.0
4311908,Marcelino Ramos - RS,18.92,1428.0
4311981,Mariana Pimentel - RS,32.95,1212.0
4312005,Mariano Moro - RS,15.72,1500.0
4312054,Marques de Souza - RS,15.94,1356.0
4312104,Mata - RS,27.11,1204.0
4312138,Mato Castelhano - RS,22.07,1212.0
4312153,Mato Leitão - RS,15.19,1303.0
4312179,Mato Queimado - RS,17.96,1204.0
4312203,Maximiliano de Almeida - RS,27.32,1212.0
4312252,Minas do Leão - RS,19.19,1009.67
4312302,Miraguaí - RS,26.78,1050.0
4312351,Montauri - RS,7.66,2080.67
4312377,Monte Alegre dos Campos - RS,34.59,960.0
4312385,Monte Belo do Sul - RS,11.01,1600.0
4312401,Montenegro - RS,11.57,1325.0
4312427,Mormaço - RS,23.44,1212.0
4312443,Morrinhos do Sul - RS,11.57,1212.0
4312450,Morro Redondo - RS,20.49,1200.0
4312476,Morro Reuter - RS,10.47,1533.33
4312500,Mostardas - RS,20.94,1006.0
4312609,Muçum - RS,16.47,1606.0
4312617,Muitos Capões - RS,18.23,1166.67
4312625,Muliterno - RS,18.03,1308.0
4312658,Não-Me-Toque - RS,8.98,1737.33
4312674,Nicolau Vergueiro - RS,21.77,1556.0
4312708,Nonoai - RS,22.71,1150.0
4312757,Nova Alvorada - RS,7.34,1912.0
4312807,Nova Araçá - RS,9.22,1600.0
4312906,Nova Bassano - RS,11.03,1650.0
4312955,Nova Boa Vista - RS,12.44,1818.0
4313003,Nova Bréscia - RS,12.86,1808.0
4313011,Nova Candelária - RS,8.71,1800.0
4313037,Nova Esperança do Sul - RS,15.89,1212.0
4313060,Nova Hartz - RS,10.18,1250.0
4313086,Nova Pádua - RS,6.3,1962.0
4313102,Nova Palma - RS,19.6,1300.0
4313201,Nova Petrópolis - RS,11.38,1712.5
4313300,Nova Prata - RS,6.54,1600.0
4313334,Nova Ramada - RS,15.16,1616.0
4313359,Nova Roma do Sul - RS,10.91,1666.67
4313375,Nova Santa Rita - RS,11.9,1200.0
4313391,Novo Cabrais - RS,17.15,1212.0
4313409,Novo Hamburgo - RS,9.85,1380.0
4313425,Novo Machado - RS,25.67,1200.0
4313441,Novo Tiradentes - RS,22.83,1200.0
4313466,Novo Xingu - RS,19.29,1500.0
4313490,Novo Barreiro - RS,22.28,1100.0
4313508,Osório - RS,10.21,1416.0
4313607,Paim Filho - RS,17.54,1212.0
4313656,Palmares do Sul - RS,17.0,1040.0
4313706,Palmeira das Missões - RS,16.1,1183.33
4313805,Palmitinho - RS,16.11,1212.0
4313904,Panambi - RS,8.72,1642.4
4313953,Pantano Grande - RS,23.19,1053.0
4314001,Paraí - RS,10.59,1778.0
4314027,Paraíso do Sul - RS,27.29,1000.0
4314035,Pareci Novo - RS,12.83,1356.0
4314050,Parobé - RS,12.08,1225.0
4314068,Passa Sete - RS,22.49,960.0
4314076,Passo do Sobrado - RS,25.79,1212.0
4314100,Passo Fundo - RS,9.69,1500.0
4314134,Paulo Bento - RS,19.04,2000.0
4314159,Paverama - RS,23.47,1212.0
4314175,Pedras Altas - RS,19.75,1200.0
4314209,Pedro Osório - RS,19.49,906.0
4314308,Pejuçara - RS,12.43,1228.0
4314407,Pelotas - RS,11.17,1212.0
4314423,Picada Café - RS,11.62,1666.67
4314456,Pinhal - RS,19.54,1200.0
4314464,Pinhal da Serra - RS,18.19,1133.33
4314472,Pinhal Grande - RS,28.95,1312.0
4314498,Pinheirinho do Vale - RS,14.02,1212.0
4314506,Pinheiro Machado - RS,22.46,1050.0
4314548,Pinto Bandeira - RS,8.81,1975.0
4314555,Pirapó - RS,24.65,1056.0
4314605,Piratini - RS,24.3,1000.0
4314704,Planalto - RS,24.35,1000.0
4314753,Poço das Antas - RS,11.76,1496.5
4314779,Pontão - RS,15.97,1212.0
4314787,Ponte Preta - RS,13.85,1553.0
4314803,Portão - RS,12.54,1300.0
4314902,Porto Alegre - RS,8.09,1700.0
4315008,Porto Lucena - RS,21.86,1212.0
4315057,Porto Mauá - RS,23.99,1212.0
4315073,Porto Vera Cruz - RS,26.17,1212.0
4315107,Porto Xavier - RS,13.76,1212.0
4315131,Pouso Novo - RS,23.61,1250.0
4315149,Presidente Lucena - RS,17.0,1350.0
4315156,Progresso - RS,25.75,1212.0
4315172,Protásio Alves - RS,10.51,1715.0
4315206,Putinga - RS,19.03,1462.0
4315305,Quaraí - RS,15.97,1028.57
4315313,Quatro Irmãos - RS,17.5,1212.0
4315321,Quevedos - RS,25.29,1087.5
4315354,Quinze de Novembro - RS,9.75,1684.0
4315404,Redentora - RS,40.36,606.0
4315453,Relvado - RS,18.99,1606.0
4315503,Restinga Sêca - RS,15.75,1200.0
4315552,Rio dos Índios - RS,28.02,1212.0
4315602,Rio Grande - RS,10.92,1200.0
4315701,Rio Pardo - RS,21.98,1100.0
4315750,Riozinho - RS,17.63,1226.67
4315800,Roca Sales - RS,13.71,1456.0
4315909,Rodeio Bonito - RS,16.11,1380.0
4315958,Rolador - RS,33.33,1050.0
4316006,Rolante - RS,13.38,1287.33
4316105,Ronda Alta - RS,17.27,1350.0
4316204,Rondinha - RS,21.21,1333.33
4316303,Roque Gonzales - RS,19.37,1222.4
4316402,Rosário do Sul - RS,16.78,1150.0
4316428,Sagrada Família - RS,19.22,1212.0
4316436,Saldanha Marinho - RS,16.02,1300.0
4316451,Salto do Jacuí - RS,13.66,1180.0
4316477,Salvador das Missões - RS,9.65,1237.33
4316501,Salvador do Sul - RS,9.1,1650.0
4316600,Sananduva - RS,13.59,1370.67
4316709,Santa Bárbara do Sul - RS,13.96,1300.0
4316733,Santa Cecília do Sul - RS,20.26,1356.0
4316758,Santa Clara do Sul - RS,11.55,1474.67
4316808,Santa Cruz do Sul - RS,10.89,1500.0
4316907,Santa Maria - RS,8.45,1450.0
4316956,Santa Maria do Herval - RS,11.24,1475.0
4316972,Santa Margarida do Sul - RS,28.74,1166.67
4317004,Santana da Boa Vista - RS,40.56,900.0
4317103,Sant'Ana do Livramento - RS,15.83,1084.8
4317202,Santa Rosa - RS,9.33,1575.0
4317251,Santa Tereza - RS,18.21,2000.0
4317301,Santa Vitória do Palmar - RS,16.47,1106.0
4317400,Santiago - RS,16.29,1342.4
4317509,Santo Ângelo - RS,12.66,1333.33
4317558,Santo Antônio do Palma - RS,14.44,1401.0
