codigo_ibge,municipio,percentual_sem_internet
2932101,Ubaíra - BA,29.37
2932200,Ubaitaba - BA,26.39
2932309,Ubatã - BA,21.29
2932408,Uibaí - BA,26.25
2932457,Umburanas - BA,25.54
2932507,Una - BA,35.16
2932606,Urandi - BA,21.9
2932705,Uruçuca - BA,25.29
2932804,Utinga - BA,34.93
2932903,Valença - BA,22.42
2933000,Valente - BA,17.28
2933059,Várzea da Roça - BA,27.93
2933109,Várzea do Poço - BA,27.66
2933158,Várzea Nova - BA,26.16
2933174,Varzedo - BA,37.13
2933208,Vera Cruz - BA,22.29
2933257,Vereda - BA,17.39
2933307,Vitória da Conquista - BA,10.85
2933406,Wagner - BA,29.78
2933455,Wanderley - BA,26.71
2933505,Wenceslau Guimarães - BA,35.38
2933604,Xique-Xique - BA,30.28
3100104,Abadia dos Dourados - MG,28.95
3100203,Abaeté - MG,21.79
3100302,Abre Campo - MG,19.38
3100401,Acaiaca - MG,29.73
3100500,Açucena - MG,24.55
3100609,Água Boa - MG,35.59
3100708,Água Comprida - MG,12.17
3100807,Aguanil - MG,19.11
3100906,Águas Formosas - MG,26.63
3101003,Águas Vermelhas - MG,25.73
3101102,Aimorés - MG,13.98
3101201,Aiuruoca - MG,19.53
3101300,Alagoa - MG,28.71
3101409,Albertina - MG,20.37
3101508,Além Paraíba - MG,13.61
3101607,Alfenas - MG,11.29
3101631,Alfredo Vasconcelos - MG,12.3
3101706,Almenara - MG,26.65
3101805,Alpercata - MG,17.33
3101904,Alpinópolis - MG,13.81
3102001,Alterosa - MG,21.15
3102050,Alto Caparaó - MG,14.39
3102100,Alto Rio Doce - MG,32.63
3102209,Alvarenga - MG,19.65
3102308,Alvinópolis - MG,22.75
3102407,Alvorada de Minas - MG,32.48
3102506,Amparo do Serra - MG,25.0
3102605,Andradas - MG,13.3
3102704,Cachoeira de Pajeú - MG,35.42
3102803,Andrelândia - MG,25.36
3102852,Angelândia - MG,16.94
3102902,Antônio Carlos - MG,25.58
3103009,Antônio Dias - MG,25.3
3103108,Antônio Prado de Minas - MG,22.2
3103207,Araçaí - MG,28.12
3103306,Aracitaba - MG,24.85
3103405,Araçuaí - MG,26.22
3103504,Araguari - MG,11.99
3103603,Arantina - MG,14.39
3103702,Araponga - MG,31.11
3103751,Araporã - MG,9.24
3103801,Arapuá - MG,18.66
3103900,Araújos - MG,16.75
3104007,Araxá - MG,7.76
3104106,Arceburgo - MG,12.37
3104205,Arcos - MG,11.63
3104304,Areado - MG,18.2
3104403,Argirita - MG,22.95
3104452,Aricanduva - MG,32.42
3104502,Arinos - MG,21.44
3104601,Astolfo Dutra - MG,14.05
3104700,Ataléia - MG,30.09
3104809,Augusto de Lima - MG,23.2
3104908,Baependi - MG,21.9
3105004,Baldim - MG,23.79
3105103,Bambuí - MG,16.97
3105202,Bandeira - MG,28.41
3105301,Bandeira do Sul - MG,15.7
3105400,Barão de Cocais - MG,14.98
3105509,Barão do Monte Alto - MG,19.14
3105608,Barbacena - MG,14.85
3105707,Barra Longa - MG,26.64
3105905,Barroso - MG,16.25
3106002,Bela Vista de Minas - MG,18.32
3106101,Belmiro Braga - MG,16.55
3106200,Belo Horizonte - MG,8.27
3106309,Belo Oriente - MG,12.1
3106408,Belo Vale - MG,28.77
3106507,Berilo - MG,27.8
3106606,Bertópolis - MG,42.78
3106655,Berizal - MG,28.77
3106705,Betim - MG,9.63
3106804,Bias Fortes - MG,43.45
3106903,Bicas - MG,14.91
3107000,Biquinhas - MG,21.42
3107109,Boa Esperança - MG,16.04
3107208,Bocaina de Minas - MG,14.97
3107307,Bocaiúva - MG,21.32
3107406,Bom Despacho - MG,11.99
3107505,Bom Jardim de Minas - MG,21.18
3107604,Bom Jesus da Penha - MG,20.74
3107703,Bom Jesus do Amparo - MG,22.72
3107802,Bom Jesus do Galho - MG,23.18
3107901,Bom Repouso - MG,19.68
3108008,Bom Sucesso - MG,22.78
3108107,Bonfim - MG,25.7
3108206,Bonfinópolis de Minas - MG,21.09
3108255,Bonito de Minas - MG,51.96
3108305,Borda da Mata - MG,15.23
3108404,Botelhos - MG,21.25
3108503,Botumirim - MG,36.32
3108552,Brasilândia de Minas - MG,14.99
3108602,Brasília de Minas - MG,25.53
3108701,Brás Pires - MG,28.48
3108800,Braúnas - MG,23.86
3108909,Brazópolis - MG,15.24
3109006,Brumadinho - MG,12.27
3109105,Bueno Brandão - MG,14.76
3109204,Buenópolis - MG,18.46
3109253,Bugre - MG,8.69
3109303,Buritis - MG,21.23
3109402,Buritizeiro - MG,18.09
3109451,Cabeceira Grande - MG,15.56
3109501,Cabo Verde - MG,22.11
3109600,Cachoeira da Prata - MG,15.67
3109709,Cachoeira de Minas - MG,18.67
3109808,Cachoeira Dourada - MG,16.26
3109907,Caetanópolis - MG,16.94
3110004,Caeté - MG,16.87
3110103,Caiana - MG,20.55
3110202,Cajuri - MG,21.56
3110301,Caldas - MG,18.63
3110400,Camacho - MG,27.69
3110509,Camanducaia - MG,14.89
3110608,Cambuí - MG,10.87
3110707,Cambuquira - MG,17.18
3110806,Campanário - MG,26.03
3110905,Campanha - MG,16.11
3111002,Campestre - MG,25.33
3111101,Campina Verde - MG,19.64
3111150,Campo Azul - MG,33.31
3111200,Campo Belo - MG,15.86
3111309,Campo do Meio - MG,19.87
3111408,Campo Florido - MG,11.7
3111507,Campos Altos - MG,15.92
3111606,Campos Gerais - MG,21.03
3111705,Canaã - MG,25.1
3111804,Canápolis - MG,14.17
3111903,Cana Verde - MG,22.21
3112000,Candeias - MG,22.9
3112059,Cantagalo - MG,26.39
3112109,Caparaó - MG,21.27
3112208,Capela Nova - MG,27.74
3112307,Capelinha - MG,17.74
3112406,Capetinga - MG,19.55
3112505,Capim Branco - MG,19.02
3112604,Capinópolis - MG,16.27
3112653,Capitão Andrade - MG,16.69
3112703,Capitão Enéas - MG,25.3
3112802,Capitólio - MG,7.52
3112901,Caputira - MG,15.6
3113008,Caraí - MG,37.37
3113107,Caranaíba - MG,22.16
3113206,Carandaí - MG,14.64
3113305,Carangola - MG,20.74
3113404,Caratinga - MG,10.8
3113503,Carbonita - MG,21.29
3113602,Careaçu - MG,16.59
3113701,Carlos Chagas - MG,21.65
3113800,Carmésia - MG,22.64
3113909,Carmo da Cachoeira - MG,19.9
3114006,Carmo da Mata - MG,26.46
3114105,Carmo de Minas - MG,18.79
3114204,Carmo do Cajuru - MG,16.74
3114303,Carmo do Paranaíba - MG,16.17
3114402,Carmo do Rio Claro - MG,17.25
3114501,Carmópolis de Minas - MG,21.09
3114550,Carneirinho - MG,11.65
3114600,Carrancas - MG,23.07
3114709,Carvalhópolis - MG,14.67
3114808,Carvalhos - MG,26.26
3114907,Casa Grande - MG,19.87
3115003,Cascalho Rico - MG,16.64
3115102,Cássia - MG,17.65
3115201,Conceição da Barra de Minas - MG,25.38
3115300,Cataguases - MG,13.14
3115359,Catas Altas - MG,14.99
3115409,Catas Altas da Noruega - MG,32.78
3115458,Catuji - MG,27.06
3115474,Catuti - MG,27.22
3115508,Caxambu - MG,12.31
3115607,Cedro do Abaeté - MG,32.07
3115706,Central de Minas - MG,25.66
3115805,Centralina - MG,22.16
3115904,Chácara - MG,24.09
3116001,Chalé - MG,14.55
3116100,Chapada do Norte - MG,30.62
3116159,Chapada Gaúcha - MG,18.54
3116209,Chiador - MG,29.29
3116308,Cipotânea - MG,37.51
3116407,Claraval - MG,13.85
3116506,Claro dos Poções - MG,29.5
3116605,Cláudio - MG,14.54
3116704,Coimbra - MG,22.03
3116803,Coluna - MG,23.55
3116902,Comendador Gomes - MG,18.19
3117009,Comercinho - MG,41.02
3117108,Conceição da Aparecida - MG,17.88
3117207,Conceição das Pedras - MG,18.16
3117306,Conceição das Alagoas - MG,13.82
3117405,Conceição de Ipanema - MG,17.31
3117504,Conceição do Mato Dentro - MG,30.35
3117603,Conceição do Pará - MG,15.19
3117702,Conceição do Rio Verde - MG,20.57
3117801,Conceição dos Ouros - MG,12.0
3117836,Cônego Marinho - MG,33.74
3117876,Confins - MG,13.82
3117900,Congonhal - MG,17.42
3118007,Congonhas - MG,10.15
3118106,Congonhas do Norte - MG,40.19
3118205,Conquista - MG,15.66
3118304,Conselheiro Lafaiete - MG,10.61
3118403,Conselheiro Pena - MG,13.78
3118502,Consolação - MG,25.6
3118601,Contagem - MG,10.04
3118700,Coqueiral - MG,18.12
3118809,Coração de Jesus - MG,24.43
3118908,Cordisburgo - MG,22.87
3119005,Cordislândia - MG,24.24
3119104,Corinto - MG,23.12
3119203,Coroaci - MG,20.43
3119302,Coromandel - MG,18.79
3119401,Coronel Fabriciano - MG,10.37
3119500,Coronel Murta - MG,34.48
3119609,Coronel Pacheco - MG,19.76
3119708,Coronel Xavier Chaves - MG,21.24
3119807,Córrego Danta - MG,24.39
3119906,Córrego do Bom Jesus - MG,18.06
3119955,Córrego Fundo - MG,18.35
3120003,Córrego Novo - MG,29.16
3120102,Couto de Magalhães de Minas - MG,22.01
3120151,Crisólita - MG,39.42
3120201,Cristais - MG,16.57
3120300,Cristália - MG,32.17
3120409,Cristiano Otoni - MG,17.77
3120508,Cristina - MG,17.05
3120607,Crucilândia - MG,30.72
3120706,Cruzeiro da Fortaleza - MG,19.36
3120805,Cruzília - MG,18.89
3120839,Cuparaque - MG,12.56
3120870,Curral de Dentro - MG,30.38
3120904,Curvelo - MG,15.73
3121001,Datas - MG,28.33
3121100,Delfim Moreira - MG,23.36
3121209,Delfinópolis - MG,17.97
3121258,Delta - MG,12.85
3121308,Descoberto - MG,22.24
3121407,Desterro de Entre Rios - MG,35.42
3121506,Desterro do Melo - MG,45.26
3121605,Diamantina - MG,15.96
3121704,Diogo de Vasconcelos - MG,31.81
3121803,Dionísio - MG,25.9
3121902,Divinésia - MG,16.25
3122009,Divino - MG,21.27
3122108,Divino das Laranjeiras - MG,21.84
3122207,Divinolândia de Minas - MG,22.52
3122306,Divinópolis - MG,11.91
3122355,Divisa Alegre - MG,15.17
3122405,Divisa Nova - MG,20.13
3122454,Divisópolis - MG,29.11
3122470,Dom Bosco - MG,25.11
3122504,Dom Cavati - MG,14.37
3122603,Dom Joaquim - MG,32.23
3122702,Dom Silvério - MG,24.47
3122801,Dom Viçoso - MG,19.17
3122900,Dona Euzébia - MG,14.94
3123007,Dores de Campos - MG,18.31
3123106,Dores de Guanhães - MG,25.4
3123205,Dores do Indaiá - MG,20.86
3123304,Dores do Turvo - MG,24.23
3123403,Doresópolis - MG,21.84
3123502,Douradoquara - MG,24.62
3123528,Durandé - MG,14.08
3123601,Elói Mendes - MG,20.48
3123700,Engenheiro Caldas - MG,10.05
3123809,Engenheiro Navarro - MG,24.76
3123858,Entre Folhas - MG,19.67
3123908,Entre Rios de Minas - MG,15.68
3124005,Ervália - MG,19.07
3124104,Esmeraldas - MG,14.14
3124203,Espera Feliz - MG,19.35
3124302,Espinosa - MG,24.97
3124401,Espírito Santo do Dourado - MG,18.15
3124500,Estiva - MG,19.22
3124609,Estrela Dalva - MG,23.67
3124708,Estrela do Indaiá - MG,29.99
3124807,Estrela do Sul - MG,14.89
3124906,Eugenópolis - MG,13.9
3125002,Ewbank da Câmara - MG,14.02
3125101,Extrema - MG,9.04
3125200,Fama - MG,20.74
3125309,Faria Lemos - MG,20.03
3125408,Felício dos Santos - MG,31.57
3125507,São Gonçalo do Rio Preto - MG,24.0
3125606,Felisburgo - MG,26.54
3125705,Felixlândia - MG,20.12
3125804,Fernandes Tourinho - MG,17.95
3125903,Ferros - MG,38.91
3125952,Fervedouro - MG,29.52
3126000,Florestal - MG,14.05
3126109,Formiga - MG,12.7
3126208,Formoso - MG,26.41
3126307,Fortaleza de Minas - MG,25.66
3126406,Fortuna de Minas - MG,20.02
3126505,Francisco Badaró - MG,32.01
3126604,Francisco Dumont - MG,26.73
3126703,Francisco Sá - MG,35.98
3126752,Franciscópolis - MG,26.23
3126802,Frei Gaspar - MG,28.05
3126901,Frei Inocêncio - MG,16.34
3126950,Frei Lagonegro - MG,23.19
3127008,Fronteira - MG,16.7
3127057,Fronteira dos Vales - MG,35.62
3127073,Fruta de Leite - MG,50.93
3127107,Frutal - MG,14.79
3127206,Funilândia - MG,17.21
3127305,Galiléia - MG,19.26
3127339,Gameleiras - MG,38.09
3127354,Glaucilândia - MG,21.28
3127370,Goiabeira - MG,18.58
3127388,Goianá - MG,16.25
3127404,Gonçalves - MG,15.63
3127503,Gonzaga - MG,18.52
3127602,Gouveia - MG,23.0
3127701,Governador Valadares - MG,9.77
3127800,Grão Mogol - MG,31.67
3127909,Grupiara - MG,14.39
3128006,Guanhães - MG,15.88
3128105,Guapé - MG,17.73
3128204,Guaraciaba - MG,36.06
3128253,Guaraciama - MG,25.3
3128303,Guaranésia - MG,10.69
3128402,Guarani - MG,20.81
3128501,Guarará - MG,17.39
3128600,Guarda-Mor - MG,14.62
3128709,Guaxupé - MG,11.86
3128808,Guidoval - MG,18.08
3128907,Guimarânia - MG,16.7
3129004,Guiricema - MG,28.0
3129103,Gurinhatã - MG,33.46
3129202,Heliodora - MG,21.63
3129301,Iapu - MG,20.88
3129400,Ibertioga - MG,30.93
3129509,Ibiá - MG,16.75
3129608,Ibiaí - MG,30.21
3129657,Ibiracatu - MG,29.43
3129707,Ibiraci - MG,12.46
3129806,Ibirité - MG,11.81
3129905,Ibitiúra de Minas - MG,18.52
3130002,Ibituruna - MG,24.72
3130051,Icaraí de Minas - MG,29.38
3130101,Igarapé - MG,11.79
3130200,Igaratinga - MG,15.39
3130309,Iguatama - MG,14.55
3130408,Ijaci - MG,14.39
3130507,Ilicínea - MG,17.17
3130556,Imbé de Minas - MG,15.39
3130606,Inconfidentes - MG,19.33
3130655,Indaiabira - MG,35.97
3130705,Indianópolis - MG,11.79
3130804,Ingaí - MG,17.31
3130903,Inhapim - MG,18.89
3131000,Inhaúma - MG,18.32
3131109,Inimutaba - MG,26.67
3131158,Ipaba - MG,11.91
3131208,Ipanema - MG,15.6
3131307,Ipatinga - MG,7.93
3131406,Ipiaçu - MG,16.3
3131505,Ipuiúna - MG,21.05
3131604,Iraí de Minas - MG,13.23
3131703,Itabira - MG,11.88
3131802,Itabirinha - MG,17.81
3131901,Itabirito - MG,10.48
3132008,Itacambira - MG,49.14
3132107,Itacarambi - MG,28.08
3132206,Itaguara - MG,19.56
3132305,Itaipé - MG,32.36
3132404,Itajubá - MG,8.72
3132503,Itamarandiba - MG,23.96
3132602,Itamarati de Minas - MG,21.23
3132701,Itambacuri - MG,27.81
3132800,Itambé do Mato Dentro - MG,38.77
3132909,Itamogi - MG,17.33
3133006,Itamonte - MG,15.64
3133105,Itanhandu - MG,9.71
3133204,Itanhomi - MG,20.85
3133303,Itaobim - MG,25.44
3133402,Itapagipe - MG,15.89
3133501,Itapecerica - MG,18.11
3133600,Itapeva - MG,11.84
3133709,Itatiaiuçu - MG,20.48
3133758,Itaú de Minas - MG,11.6
3133808,Itaúna - MG,12.24
3133907,Itaverava - MG,30.54
3134004,Itinga - MG,38.93
3134103,Itueta - MG,15.75
3134202,Ituiutaba - MG,16.08
3134301,Itumirim - MG,28.2
3134400,Iturama - MG,11.67
3134509,Itutinga - MG,19.31
3134608,Jaboticatubas - MG,22.28
3134707,Jacinto - MG,22.44
3134806,Jacuí - MG,21.27
3134905,Jacutinga - MG,11.45
3135001,Jaguaraçu - MG,14.57
3135050,Jaíba - MG,24.75
3135076,Jampruca - MG,32.4
3135100,Janaúba - MG,18.5
3135209,Januária - MG,30.69
3135308,Japaraíba - MG,16.34
3135357,Japonvar - MG,30.49
3135407,Jeceaba - MG,31.17
3135456,Jenipapo de Minas - MG,29.14
3135506,Jequeri - MG,42.89
3135605,Jequitaí - MG,26.07
3135704,Jequitibá - MG,25.1
3135803,Jequitinhonha - MG,30.47
3135902,Jesuânia - MG,24.33
3136009,Joaíma - MG,37.14
3136108,Joanésia - MG,29.49
3136207,João Monlevade - MG,11.86
3136306,João Pinheiro - MG,13.09
3136405,Joaquim Felício - MG,22.89
3136504,Jordânia - MG,21.11
3136520,José Gonçalves de Minas - MG,17.85
3136553,José Raydan - MG,33.5
3136579,Josenópolis - MG,25.04
3136603,Nova União - MG,17.76
3136652,Juatuba - MG,14.75
3136702,Juiz de Fora - MG,10.35
3136801,Juramento - MG,28.4
3136900,Juruaia - MG,16.36
3136959,Juvenília - MG,37.79
3137007,Ladainha - MG,35.01
3137106,Lagamar - MG,22.13
3137205,Lagoa da Prata - MG,12.46
3137304,Lagoa dos Patos - MG,25.17
3137403,Lagoa Dourada - MG,19.24
3137502,Lagoa Formosa - MG,18.66
3137536,Lagoa Grande - MG,14.42
3137601,Lagoa Santa - MG,8.78
3137700,Lajinha - MG,13.78
3137809,Lambari - MG,11.84
3137908,Lamim - MG,25.92
3138005,Laranjal - MG,21.99
3138104,Lassance - MG,22.35
3138203,Lavras - MG,11.0
3138302,Leandro Ferreira - MG,27.4
3138351,Leme do Prado - MG,16.32
3138401,Leopoldina - MG,16.05
3138500,Liberdade - MG,23.65
3138609,Lima Duarte - MG,22.4
3138625,Limeira do Oeste - MG,10.15
3138658,Lontra - MG,24.73
3138674,Luisburgo - MG,20.02
3138682,Luislândia - MG,43.86
3138708,Luminárias - MG,23.14
3138807,Luz - MG,14.89
3138906,Machacalis - MG,23.7
3139003,Machado - MG,17.26
3139102,Madre de Deus de Minas - MG,17.15
3139201,Malacacheta - MG,30.15
3139250,Mamonas - MG,29.62
3139300,Manga - MG,32.54
3139409,Manhuaçu - MG,9.94
3139508,Manhumirim - MG,18.18
3139607,Mantena - MG,21.21
3139706,Maravilhas - MG,13.61
3139805,Mar de Espanha - MG,15.11
3139904,Maria da Fé - MG,15.96
3140001,Mariana - MG,11.63
3140100,Marilac - MG,24.01
3140159,Mário Campos - MG,12.47
3140209,Maripá de Minas - MG,22.08
3140308,Marliéria - MG,16.94
3140407,Marmelópolis - MG,31.34
3140506,Martinho Campos - MG,21.47
3140530,Martins Soares - MG,19.83
3140555,Mata Verde - MG,24.19
3140605,Materlândia - MG,21.27
3140704,Mateus Leme - MG,14.94
3140803,Matias Barbosa - MG,12.34
3140852,Matias Cardoso - MG,25.42
3140902,Matipó - MG,17.02
3141009,Mato Verde - MG,23.36
3141108,Matozinhos - MG,13.53
3141207,Matutina - MG,12.62
3141306,Medeiros - MG,13.1
3141405,Medina - MG,30.62
3141504,Mendes Pimentel - MG,22.99
3141603,Mercês - MG,21.74
3141702,Mesquita - MG,18.82
3141801,Minas Novas - MG,21.36
3141900,Minduri - MG,18.23
3142007,Mirabela - MG,32.9
3142106,Miradouro - MG,32.23
3142205,Miraí - MG,18.88
3142254,Miravânia - MG,31.61
3142304,Moeda - MG,27.19
3142403,Moema - MG,15.03
3142502,Monjolos - MG,29.83
3142601,Monsenhor Paulo - MG,15.93
3142700,Montalvânia - MG,30.47
3142809,Monte Alegre de Minas - MG,19.59
3142908,Monte Azul - MG,27.08
3143005,Monte Belo - MG,14.96
3143104,Monte Carmelo - MG,12.67
3143153,Monte Formoso - MG,41.2
3143203,Monte Santo de Minas - MG,16.05
3143302,Montes Claros - MG,11.22
3143401,Monte Sião - MG,13.61
3143450,Montezuma - MG,23.64
3143500,Morada Nova de Minas - MG,13.89
3143609,Morro da Garça - MG,28.57
3143708,Morro do Pilar - MG,53.98
3143807,Munhoz - MG,21.94
3143906,Muriaé - MG,13.45
3144003,Mutum - MG,22.93
3144102,Muzambinho - MG,13.3
3144201,Nacip Raydan - MG,19.09
3144300,Nanuque - MG,17.37
3144359,Naque - MG,13.26
3144375,Natalândia - MG,23.86
3144409,Natércia - MG,16.32
3144508,Nazareno - MG,22.3
3144607,Nepomuceno - MG,21.66
3144656,Ninheira - MG,36.14
3144672,Nova Belém - MG,38.02
3144706,Nova Era - MG,15.82
3144805,Nova Lima - MG,7.79
3144904,Nova Módica - MG,28.36
3145000,Nova Ponte - MG,10.51
3145059,Nova Porteirinha - MG,26.34
3145109,Nova Resende - MG,16.81
3145208,Nova Serrana - MG,8.48
3145307,Novo Cruzeiro - MG,35.07
3145356,Novo Oriente de Minas - MG,38.21
3145372,Novorizonte - MG,35.04
3145406,Olaria - MG,39.68
3145455,Olhos-d'Água - MG,19.59
3145505,Olímpio Noronha - MG,25.21
3145604,Oliveira - MG,17.66
3145703,Oliveira Fortes - MG,23.88
3145802,Onça de Pitangui - MG,27.88
3145851,Oratórios - MG,21.04
3145877,Orizânia - MG,24.64
3145901,Ouro Branco - MG,8.86
3146008,Ouro Fino - MG,20.98
3146107,Ouro Preto - MG,13.96
3146206,Ouro Verde de Minas - MG,28.98
3146255,Padre Carvalho - MG,25.23
3146305,Padre Paraíso - MG,26.95
3146404,Paineiras - MG,26.03
3146503,Pains - MG,19.13
3146552,Pai Pedro - MG,36.45
3146602,Paiva - MG,16.01
3146701,Palma - MG,21.38
3146750,Palmópolis - MG,34.46
3146909,Papagaios - MG,12.52
3147006,Paracatu - MG,11.33
3147105,Pará de Minas - MG,11.71
3147204,Paraguaçu - MG,16.36
3147303,Paraisópolis - MG,12.72
3147402,Paraopeba - MG,21.72
3147501,Passabém - MG,31.48
3147600,Passa Quatro - MG,15.82
3147709,Passa Tempo - MG,22.72
3147808,Passa Vinte - MG,21.91
3147907,Passos - MG,11.31
3147956,Patis - MG,36.71
3148004,Patos de Minas - MG,9.76
3148103,Patrocínio - MG,10.54
3148202,Patrocínio do Muriaé - MG,13.67
3148301,Paula Cândido - MG,30.55
3148400,Paulistas - MG,27.91
3148509,Pavão - MG,31.33
3148608,Peçanha - MG,33.28
3148707,Pedra Azul - MG,25.78
3148756,Pedra Bonita - MG,20.91
3148806,Pedra do Anta - MG,39.4
3148905,Pedra do Indaiá - MG,27.9
3149002,Pedra Dourada - MG,21.22
3149101,Pedralva - MG,14.34
3149150,Pedras de Maria da Cruz - MG,26.7
3149200,Pedrinópolis - MG,8.01
3149309,Pedro Leopoldo - MG,12.04
3149408,Pedro Teixeira - MG,26.73
3149507,Pequeri - MG,11.93
3149606,Pequi - MG,23.59
3149705,Perdigão - MG,11.94
3149804,Perdizes - MG,10.88
3149903,Perdões - MG,15.77
3149952,Periquito - MG,12.85
3150000,Pescador - MG,28.71
3150109,Piau - MG,27.46
3150158,Piedade de Caratinga - MG,12.43
3150208,Piedade de Ponte Nova - MG,19.74
3150307,Piedade do Rio Grande - MG,25.9
3150406,Piedade dos Gerais - MG,33.38
3150505,Pimenta - MG,18.83
3150539,Pingo-d'Água - MG,18.81
3150570,Pintópolis - MG,31.17
3150604,Piracema - MG,30.11
3150703,Pirajuba - MG,25.43
3150802,Piranga - MG,40.34
3150901,Piranguçu - MG,16.17
3151008,Piranguinho - MG,15.54
3151107,Pirapetinga - MG,16.06
3151206,Pirapora - MG,11.55
3151305,Piraúba - MG,19.08
3151404,Pitangui - MG,15.36
3151503,Piumhi - MG,11.11
3151602,Planura - MG,12.99
3151701,Poço Fundo - MG,19.3
3151800,Poços de Caldas - MG,8.46
3151909,Pocrane - MG,24.7
3152006,Pompéu - MG,21.61
3152105,Ponte Nova - MG,12.86
3152131,Ponto Chique - MG,26.38
3152170,Ponto dos Volantes - MG,30.51
3152204,Porteirinha - MG,23.08
3152303,Porto Firme - MG,25.1
3152402,Poté - MG,27.65
3152501,Pouso Alegre - MG,7.56
3152600,Pouso Alto - MG,16.3
3152709,Prados - MG,19.44
3152808,Prata - MG,13.49
3152907,Pratápolis - MG,24.46
3153004,Pratinha - MG,17.4
3153103,Presidente Bernardes - MG,27.71
3153202,Presidente Juscelino - MG,34.37
3153301,Presidente Kubitschek - MG,41.71
3153400,Presidente Olegário - MG,14.86
3153509,Alto Jequitibá - MG,15.36
3153608,Prudente de Morais - MG,9.49
3153707,Quartel Geral - MG,27.96
3153806,Queluzito - MG,39.32
3153905,Raposos - MG,14.66
3154002,Raul Soares - MG,26.89
3154101,Recreio - MG,19.09
3154150,Reduto - MG,15.05
3154200,Resende Costa - MG,19.18
3154309,Resplendor - MG,25.6
3154408,Ressaquinha - MG,23.71
3154457,Riachinho - MG,18.92
3154507,Riacho dos Machados - MG,26.91
3154606,Ribeirão das Neves - MG,11.51
3154705,Ribeirão Vermelho - MG,12.99
3154804,Rio Acima - MG,15.72
3154903,Rio Casca - MG,27.15
3155009,Rio Doce - MG,18.89
3155108,Rio do Prado - MG,35.22
3155207,Rio Espera - MG,35.8
3155306,Rio Manso - MG,21.75
3155405,Rio Novo - MG,17.58
3155504,Rio Paranaíba - MG,22.55
3155603,Rio Pardo de Minas - MG,20.3
3155702,Rio Piracicaba - MG,22.87
3155801,Rio Pomba - MG,14.45
3155900,Rio Preto - MG,21.67
3156007,Rio Vermelho - MG,39.58
3156106,Ritápolis - MG,23.99
3156205,Rochedo de Minas - MG,20.12
3156304,Rodeiro - MG,16.74
3156403,Romaria - MG,11.51
3156452,Rosário da Limeira - MG,18.86
3156502,Rubelita - MG,55.54
3156601,Rubim - MG,36.23
3156700,Sabará - MG,11.47
3156809,Sabinópolis - MG,28.67
3156908,Sacramento - MG,12.05
3157005,Salinas - MG,24.63
3157104,Salto da Divisa - MG,21.08
3157203,Santa Bárbara - MG,11.64
3157252,Santa Bárbara do Leste - MG,13.73
3157278,Santa Bárbara do Monte Verde - MG,26.18
3157302,Santa Bárbara do Tugúrio - MG,29.2
3157336,Santa Cruz de Minas - MG,15.21
3157377,Santa Cruz de Salinas - MG,41.87
3157401,Santa Cruz do Escalvado - MG,24.77
3157500,Santa Efigênia de Minas - MG,27.02
3157609,Santa Fé de Minas - MG,35.97
3157658,Santa Helena de Minas - MG,41.66
3157708,Santa Juliana - MG,9.02
3157807,Santa Luzia - MG,11.31
3157906,Santa Margarida - MG,21.2
3158003,Santa Maria de Itabira - MG,17.21
3158102,Santa Maria do Salto - MG,24.64
3158201,Santa Maria do Suaçuí - MG,30.87
3158300,Santana da Vargem - MG,13.36
3158409,Santana de Cataguases - MG,23.3
3158508,Santana de Pirapama - MG,39.5
3158607,Santana do Deserto - MG,15.61
3158706,Santana do Garambéu - MG,28.08
3158805,Santana do Jacaré - MG,23.99
3158904,Santana do Manhuaçu - MG,16.67
3158953,Santana do Paraíso - MG,6.33
3159001,Santana do Riacho - MG,16.21
3159100,Santana dos Montes - MG,24.17
3159209,Santa Rita de Caldas - MG,22.91
3159308,Santa Rita de Jacutinga - MG,17.16
3159357,Santa Rita de Minas - MG,17.57
3159407,Santa Rita de Ibitipoca - MG,35.64
3159506,Santa Rita do Itueto - MG,22.24
3159605,Santa Rita do Sapucaí - MG,10.35
3159704,Santa Rosa da Serra - MG,19.98
3159803,Santa Vitória - MG,16.32
3159902,Santo Antônio do Amparo - MG,21.99
3160009,Santo Antônio do Aventureiro - MG,24.45
3160108,Santo Antônio do Grama - MG,17.55
3160207,Santo Antônio do Itambé - MG,46.04
3160306,Santo Antônio do Jacinto - MG,26.26
3160405,Santo Antônio do Monte - MG,17.15
3160454,Santo Antônio do Retiro - MG,19.3
3160504,Santo Antônio do Rio Abaixo - MG,41.94
3160603,Santo Hipólito - MG,28.21
3160702,Santos Dumont - MG,18.79
3160801,São Bento Abade - MG,21.63
3160900,São Brás do Suaçuí - MG,16.81
3160959,São Domingos das Dores - MG,10.35
3161007,São Domingos do Prata - MG,33.33
3161056,São Félix de Minas - MG,26.88
3161106,São Francisco - MG,25.91
3161205,São Francisco de Paula - MG,24.61
3161304,São Francisco de Sales - MG,16.2
3161403,São Francisco do Glória - MG,22.9
3161502,São Geraldo - MG,23.97
3161601,São Geraldo da Piedade - MG,21.29
3161650,São Geraldo do Baixio - MG,12.8
3161700,São Gonçalo do Abaeté - MG,15.01
3161809,São Gonçalo do Pará - MG,20.1
3161908,São Gonçalo do Rio Abaixo - MG,17.11
3162005,São Gonçalo do Sapucaí - MG,21.54
